SignatureTime	PrioritizationTime	APFD	TimeToDetect
8.296129	0.17786	0.377808988764	12.96
8.296129	0.17786	0.34691011236	13.978
8.296129	0.17786	0.358146067416	13.589
8.296129	0.17786	0.234550561798	18.23
8.296129	0.17786	0.338483146067	14.278
8.296129	0.17786	0.577247191011	7.914
8.296129	0.17786	0.476123595506	10.341
8.296129	0.17786	0.650280898876	6.291
8.296129	0.17786	0.358146067416	13.589
8.296129	0.17786	0.99297752809	0.17
8.296129	0.17786	0.832865168539	2.699
8.296129	0.17786	0.183988764045	20.777
8.296129	0.17786	0.380617977528	12.874
8.296129	0.17786	0.0182584269663	51.532
8.296129	0.17786	0.0969101123596	33.259
8.296129	0.17786	0.574438202247	8.042
8.296129	0.17786	0.358146067416	13.589
8.296129	0.17786	0.658707865169	6.111
8.296129	0.17786	0.0182584269663	51.532
8.296129	0.17786	0.422752808989	11.712
8.296129	0.17786	0.560393258427	8.3
8.296129	0.17786	0.821629213483	2.896
8.296129	0.17786	0.0884831460674	35.046
8.296129	0.17786	0.75702247191	4.086
8.296129	0.17786	0.0463483146067	44.46
8.296129	0.17786	0.133426966292	25.768
8.296129	0.080629	0.377808988764	12.96
8.296129	0.080629	0.34691011236	13.978
8.296129	0.080629	0.358146067416	13.589
8.296129	0.080629	0.234550561798	18.23
8.296129	0.080629	0.338483146067	14.278
8.296129	0.080629	0.577247191011	7.914
8.296129	0.080629	0.473314606742	10.341
8.296129	0.080629	0.650280898876	6.291
8.296129	0.080629	0.358146067416	13.589
8.296129	0.080629	0.99297752809	0.17
8.296129	0.080629	0.835674157303	2.699
8.296129	0.080629	0.183988764045	20.777
8.296129	0.080629	0.380617977528	12.874
8.296129	0.080629	0.0182584269663	51.532
8.296129	0.080629	0.0969101123596	33.259
8.296129	0.080629	0.574438202247	8.042
8.296129	0.080629	0.358146067416	13.589
8.296129	0.080629	0.658707865169	6.111
8.296129	0.080629	0.0182584269663	51.532
8.296129	0.080629	0.422752808989	11.712
8.296129	0.080629	0.560393258427	8.3
8.296129	0.080629	0.824438202247	2.896
8.296129	0.080629	0.0884831460674	35.046
8.296129	0.080629	0.759831460674	4.086
8.296129	0.080629	0.0463483146067	44.46
8.296129	0.080629	0.133426966292	25.768
8.296129	0.082599	0.377808988764	12.96
8.296129	0.082599	0.34691011236	13.978
8.296129	0.082599	0.358146067416	13.589
8.296129	0.082599	0.234550561798	18.23
8.296129	0.082599	0.338483146067	14.278
8.296129	0.082599	0.577247191011	7.914
8.296129	0.082599	0.476123595506	10.341
8.296129	0.082599	0.650280898876	6.291
8.296129	0.082599	0.358146067416	13.589
8.296129	0.082599	0.99297752809	0.17
8.296129	0.082599	0.844101123596	2.699
8.296129	0.082599	0.183988764045	20.777
8.296129	0.082599	0.380617977528	12.874
8.296129	0.082599	0.0182584269663	51.532
8.296129	0.082599	0.0969101123596	33.259
8.296129	0.082599	0.574438202247	8.042
8.296129	0.082599	0.358146067416	13.589
8.296129	0.082599	0.658707865169	6.111
8.296129	0.082599	0.0182584269663	51.532
8.296129	0.082599	0.422752808989	11.712
8.296129	0.082599	0.560393258427	8.3
8.296129	0.082599	0.824438202247	2.896
8.296129	0.082599	0.0884831460674	35.046
8.296129	0.082599	0.75702247191	4.086
8.296129	0.082599	0.0463483146067	44.46
8.296129	0.082599	0.133426966292	25.768
8.296129	0.088768	0.377808988764	12.96
8.296129	0.088768	0.34691011236	13.978
8.296129	0.088768	0.358146067416	13.589
8.296129	0.088768	0.234550561798	18.23
8.296129	0.088768	0.338483146067	14.278
8.296129	0.088768	0.574438202247	7.914
8.296129	0.088768	0.473314606742	10.341
8.296129	0.088768	0.647471910112	6.291
8.296129	0.088768	0.358146067416	13.589
8.296129	0.088768	0.99297752809	0.17
8.296129	0.088768	0.832865168539	2.699
8.296129	0.088768	0.183988764045	20.777
8.296129	0.088768	0.998595505618	12.874
8.296129	0.088768	0.0182584269663	51.532
8.296129	0.088768	0.0969101123596	33.259
8.296129	0.088768	0.571629213483	8.042
8.296129	0.088768	0.358146067416	13.589
8.296129	0.088768	0.655898876404	6.111
8.296129	0.088768	0.0182584269663	51.532
8.296129	0.088768	0.419943820225	11.712
8.296129	0.088768	0.557584269663	8.3
8.296129	0.088768	0.821629213483	2.896
8.296129	0.088768	0.0884831460674	35.046
8.296129	0.088768	0.754213483146	4.086
8.296129	0.088768	0.0463483146067	44.46
8.296129	0.088768	0.133426966292	25.768
8.296129	0.09056	0.377808988764	12.96
