SignatureTime	PrioritizationTime	APFD	TimeToDetect
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.615044247788	0.05
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.845132743363	0.008
2.876924	0.032774	0.615044247788	0.05
2.876924	0.032774	0.128318584071	9.925
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.632743362832	0.036
2.876924	0.032774	0.190265486726	0.82
2.876924	0.032774	0.190265486726	0.82
2.876924	0.032774	0.384955752212	0.107
2.876924	0.032774	0.384955752212	0.107
2.876924	0.032774	0.314159292035	0.186
2.876924	0.032774	0.340707964602	0.152
2.876924	0.032774	0.261061946903	0.312
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.0929203539823	10.093
2.876924	0.032774	0.172566371681	2.395
2.876924	0.032774	0.827433628319	0.008
2.876924	0.032774	0.128318584071	9.925
2.876924	0.032774	0.0309734513274	10.313
2.876924	0.032774	0.199115044248	0.513
2.876924	0.032774	0.163716814159	3.597
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.712389380531	0.019
2.876924	0.032774	0.172566371681	2.395
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.827433628319	0.008
2.876924	0.032774	0.676991150442	0.026
2.876924	0.032774	0.340707964602	0.152
2.876924	0.032774	0.340707964602	0.152
2.876924	0.032774	0.137168141593	9.872
2.876924	0.032774	0.110619469027	0.008
2.876924	0.032774	0.243362831858	0.383
2.876924	0.032774	0.969026548673	0.008
2.876924	0.032774	0.296460176991	0.213
2.876924	0.032774	0.969026548673	0.008
2.876924	0.032774	0.172566371681	2.395
2.876924	0.032774	0.128318584071	9.925
2.876924	0.056129	0.305309734513	0.213
2.876924	0.056129	0.606194690265	0.05
2.876924	0.056129	0.305309734513	0.213
2.876924	0.056129	0.845132743363	0.008
2.876924	0.056129	0.606194690265	0.05
2.876924	0.056129	0.128318584071	9.925
2.876924	0.056129	0.305309734513	0.213
2.876924	0.056129	0.659292035398	0.036
2.876924	0.056129	0.190265486726	0.82
2.876924	0.056129	0.190265486726	0.82
2.876924	0.056129	0.384955752212	0.107
2.876924	0.056129	0.384955752212	0.107
